Sensor,Date,Variance,value
PM21-60,2021-08-08,12 Hours variance,0.5707422477816352
PM21-60,2021-08-09,12 Hours variance,1.0815732084297953
PM21-60,2021-08-10,12 Hours variance,7.769189257812484
PM21-60,2021-08-11,12 Hours variance,0.15014438898534155
PM21-60,2021-08-12,12 Hours variance,0.4450699170524595
PM21-60,2021-08-13,12 Hours variance,14.567252787422817
PM21-60,2021-08-14,12 Hours variance,1.071180384355741
PM21-60,2021-08-15,12 Hours variance,2.430859377411267
PM21-60,2021-08-16,12 Hours variance,29.364935438367898
PM21-60,2021-08-17,12 Hours variance,1.738206020929793
PM21-60,2021-08-18,12 Hours variance,1.4298109592013835
PM21-60,2021-08-19,12 Hours variance,42.017708420138796
PM21-60,2021-08-20,12 Hours variance,0.6750574459876538
PM21-60,2021-08-21,12 Hours variance,3.437842595003821
PM21-60,2021-08-22,12 Hours variance,0.005651912133486942
PM21-60,2021-08-23,12 Hours variance,18.56223987509644
PM21-60,2021-08-24,12 Hours variance,0.03941418065201095
PM21-60,2021-08-25,12 Hours variance,0.8917615764853464
PM21-60,2021-08-26,12 Hours variance,29.141840820312595
PM21-60,2021-08-27,12 Hours variance,0.7072238522376214
PM21-60,2021-08-28,12 Hours variance,1.2724555941357851
PM21-60,2021-08-29,12 Hours variance,30.809614605034735
PM21-60,2021-08-30,12 Hours variance,0.5794560281635869
PM21-60,2021-08-31,12 Hours variance,1.2935914448302406
PM21-60,2021-09-01,12 Hours variance,39.00162133487649
PM21-60,2021-09-02,12 Hours variance,0.750057313368075
PM21-60,2021-09-03,12 Hours variance,
PM24-60,2021-08-11,12 Hours variance,17.373465685281644
PM24-60,2021-08-12,12 Hours variance,0.168885419077936
PM24-60,2021-08-13,12 Hours variance,0.12891913580246073
PM24-60,2021-08-14,12 Hours variance,0.0733125868055528
PM24-60,2021-08-15,12 Hours variance,0.1128125000000108
PM24-60,2021-08-16,12 Hours variance,0.12747743296683067
PM24-60,2021-08-17,12 Hours variance,0.17347686149691052
PM24-60,2021-08-18,12 Hours variance,0.21405788001543946
PM24-60,2021-08-19,12 Hours variance,0.5410166883680618
PM24-60,2021-08-20,12 Hours variance,0.21991343557098658
PM24-60,2021-08-21,12 Hours variance,0.6386854383680662
PM24-60,2021-08-22,12 Hours variance,0.3101875096450534
PM24-60,2021-08-23,12 Hours variance,1.1399451413001551
PM24-60,2021-08-24,12 Hours variance,0.06829592013889071
PM24-60,2021-08-25,12 Hours variance,1.5251796392746804
PM24-60,2021-08-26,12 Hours variance,0.1515174792631181
PM24-60,2021-08-27,12 Hours variance,2.063693636670572
PM24-60,2021-08-28,12 Hours variance,1.0305095703125433
PM24-60,2021-08-29,12 Hours variance,1.3444583550347236
PM24-60,2021-08-30,12 Hours variance,0.6899861496913662
PM24-60,2021-08-31,12 Hours variance,0.15405104407793058
PM24-60,2021-09-01,12 Hours variance,1.175023208429767
PM24-60,2021-09-02,12 Hours variance,0.05066805555555839
PM24-60,2021-09-03,12 Hours variance,
PM25-60,2021-08-11,12 Hours variance,
PM25-60,2021-08-12,12 Hours variance,0.134983420138887
PM25-60,2021-08-13,12 Hours variance,55.844834722222316
PM25-60,2021-08-14,12 Hours variance,85.46328533950616
PM25-60,2021-08-15,12 Hours variance,3.129168055555516
PM25-60,2021-08-16,12 Hours variance,2.278815981867305
PM25-60,2021-08-17,12 Hours variance,47.25540138888886
PM25-60,2021-08-18,12 Hours variance,25.37579593950878
PM25-60,2021-08-19,12 Hours variance,24.862511692225965
PM25-60,2021-08-20,12 Hours variance,
PM26-60,2021-08-16,12 Hours variance,9.01248892013887
PM26-60,2021-08-17,12 Hours variance,1.794986149691342
PM26-60,2021-08-18,12 Hours variance,6.919454089511418e-05
PM26-60,2021-08-19,12 Hours variance,0.49320971977355643
PM26-60,2021-08-20,12 Hours variance,0.02539962841907758
PM26-60,2021-08-21,12 Hours variance,0.013164784818671414
PM26-60,2021-08-22,12 Hours variance,1.9334791883680738
PM26-60,2021-08-23,12 Hours variance,15.451703753472223
PM26-60,2021-08-24,12 Hours variance,0.038618836805556396
PM26-60,2021-08-25,12 Hours variance,0.13660992663651012
PM26-60,2021-08-26,12 Hours variance,0.04673303858024909
PM26-60,2021-08-27,12 Hours variance,0.11244994454089494
PM26-60,2021-08-28,12 Hours variance,0.0687020371334863
PM26-60,2021-08-29,12 Hours variance,1.1030250385802316
PM26-60,2021-08-30,12 Hours variance,0.0842209201388815
PM26-60,2021-08-31,12 Hours variance,1.4035105034722168
PM26-60,2021-09-01,12 Hours variance,0.194350146701388
PM26-60,2021-09-02,12 Hours variance,0.28366139670138885
PM26-60,2021-09-03,12 Hours variance,
PM27-60,2021-08-16,12 Hours variance,
PM27-60,2021-08-17,12 Hours variance,0.5334584201388579
PM27-60,2021-08-18,12 Hours variance,0.005168055555556269
PM27-60,2021-08-19,12 Hours variance,0.2280938368055438
PM27-60,2021-08-20,12 Hours variance,0.8075086805555676
PM27-60,2021-08-21,12 Hours variance,0.17200741705246744
PM27-60,2021-08-22,12 Hours variance,0.6212254075038341
PM27-60,2021-08-23,12 Hours variance,0.27082755594137436
PM27-60,2021-08-24,12 Hours variance,0.1440801022376567
PM27-60,2021-08-25,12 Hours variance,0.7770023172260694
PM27-60,2021-08-26,12 Hours variance,0.917636149691367
PM27-60,2021-08-27,12 Hours variance,0.16691358024691239
PM27-60,2021-08-28,12 Hours variance,0.6696620008680545
PM27-60,2021-08-29,12 Hours variance,0.5009726948302413
PM27-60,2021-08-30,12 Hours variance,52.839199999999934
PM27-60,2021-08-31,12 Hours variance,0.6886000217013705
PM27-60,2021-09-01,12 Hours variance,42.84872450086819
PM27-60,2021-09-02,12 Hours variance,5.165433680555615
PM27-60,2021-09-03,12 Hours variance,
PM22-60,2021-08-25,12 Hours variance,0.5738031598186775
PM22-60,2021-08-26,12 Hours variance,
PM22-60,2021-08-28,12 Hours variance,0.25145868055555165
PM22-60,2021-08-29,12 Hours variance,0.31540550009643376
PM22-60,2021-08-30,12 Hours variance,0.04456356336805935
PM22-60,2021-08-31,12 Hours variance,0.1672347222222221
PM22-60,2021-09-01,12 Hours variance,0.7336473982445783
PM22-60,2021-09-02,12 Hours variance,0.800376063368056
PM22-60,2021-09-03,12 Hours variance,
PM23-60,2021-08-26,12 Hours variance,
PM23-60,2021-08-27,12 Hours variance,0.43594453124999655
PM23-60,2021-08-28,12 Hours variance,2.455635787422831
PM23-60,2021-08-29,12 Hours variance,0.6908021701388934
PM23-60,2021-08-30,12 Hours variance,113.34700495408953
PM23-60,2021-08-31,12 Hours variance,0.0309382812499994
PM23-60,2021-09-01,12 Hours variance,0.4628021701388879
PM23-60,2021-09-02,12 Hours variance,0.11149691358024653
PM23-60,2021-09-03,12 Hours variance,
PM20-60_innewpos,2021-08-27,12 Hours variance,0.032093915540753935
PM20-60_innewpos,2021-08-28,12 Hours variance,0.07577940779321957
PM20-60_innewpos,2021-08-29,12 Hours variance,0.0005860556520057554
PM20-60_innewpos,2021-08-30,12 Hours variance,0.017061149691357615
PM20-60_innewpos,2021-08-31,12 Hours variance,0.07980567370756228
PM20-60_innewpos,2021-09-01,12 Hours variance,0.1376302686149673
PM20-60_innewpos,2021-09-02,12 Hours variance,0.3881172092013778
PM20-60_innewpos,2021-09-03,12 Hours variance,
PM29-60,2021-08-25,12 Hours variance,
PM29-60,2021-08-26,12 Hours variance,0.06725860280455
PM29-60,2021-08-27,12 Hours variance,0.1075320312500021
PM29-60,2021-08-28,12 Hours variance,0.11751148003472203
PM29-60,2021-08-29,12 Hours variance,0.37171358024691953
PM29-60,2021-08-30,12 Hours variance,0.00010332031249981206
PM29-60,2021-08-31,12 Hours variance,0.20431140287421407
PM29-60,2021-09-01,12 Hours variance,0.9982648750964487
PM29-60,2021-09-02,12 Hours variance,0.9037654320987518
PM29-60,2021-09-03,12 Hours variance,
PM20-60,2021-07-07,8 Hours variance,0.6357847318672919
PM20-60,2021-07-08,8 Hours variance,0.4641470739294018
PM20-60,2021-07-09,8 Hours variance,0.09724855381943975
PM20-60,2021-07-10,8 Hours variance,1.382282729311351
PM20-60,2021-07-11,8 Hours variance,0.9074201238337376
PM20-60,2021-07-12,8 Hours variance,0.42610533653227645
PM20-60,2021-07-13,8 Hours variance,2.811093067708313
PM20-60,2021-07-15,8 Hours variance,0.02488574263038755
PM20-60,2021-07-17,8 Hours variance,0.26828571694302833
PM20-60,2021-07-18,8 Hours variance,1.364922103443294
PM20-60,2021-07-19,8 Hours variance,0.024845920138888044
PM20-60,2021-07-20,8 Hours variance,0.1455122513020855
PM20-60,2021-07-21,8 Hours variance,0.07583348765432325
PM20-60,2021-07-22,8 Hours variance,10.591554514290763
PM20-60,2021-07-23,8 Hours variance,1.412338652922459
PM20-60,2021-07-24,8 Hours variance,1.0799726151620368
PM20-60,2021-07-25,8 Hours variance,0.0027133888888889782
PM20-60,2021-07-27,8 Hours variance,2.9138747779667273
PM20-60,2021-07-28,8 Hours variance,2.143242950665503
PM20-60,2021-07-29,8 Hours variance,3.500080656828679
PM20-60,2021-07-30,8 Hours variance,1.88418595196759
PM20-60,2021-07-31,8 Hours variance,0.1473792534722203
PM20-60,2021-08-01,8 Hours variance,1.467768075739654
PM20-60,2021-08-02,8 Hours variance,
PM20-60,2021-08-03,8 Hours variance,10.080231307870367
PM20-60,2021-08-04,8 Hours variance,1.6015460214120285
PM20-60,2021-08-05,8 Hours variance,8.251253519241887
PM20-60,2021-08-06,8 Hours variance,3.7583452154224606
PM20-60,2021-08-07,8 Hours variance,1.1036365704571747
PM20-60,2021-08-08,8 Hours variance,0.9034805860982563
PM20-60,2021-08-09,8 Hours variance,9.469676898871558
PM20-60,2021-08-10,8 Hours variance,0.16495869140625255
PM20-60,2021-08-11,8 Hours variance,1.71554915726274
PM20-60,2021-08-12,8 Hours variance,20.39480080656827
PM20-60,2021-08-13,8 Hours variance,4.614874754050938
PM20-60,2021-08-14,8 Hours variance,16.008420833477988
PM20-60,2021-08-15,8 Hours variance,4.846163118489582
PM20-60,2021-08-16,8 Hours variance,
PM20-60,2021-08-19,8 Hours variance,14.251125781250025
PM20-60,2021-08-20,8 Hours variance,2.6523277054398244
PM20-60,2021-08-21,8 Hours variance,1.5294000434027741
PM20-60,2021-08-22,8 Hours variance,1.0313012188946762
PM20-60,2021-08-23,8 Hours variance,1.037034910300924
PM20-60,2021-08-24,8 Hours variance,0.506403877314811
PM20-60,2021-08-25,8 Hours variance,0.2595880316840253
PM20-60,2021-08-26,8 Hours variance,29.194998658130796
PM20-60,2021-08-27,8 Hours variance,1.477867263454857
PM20-60,2021-08-28,8 Hours variance,0.7329004642328971
PM20-60,2021-08-29,8 Hours variance,1.089709877748846
PM20-60,2021-08-30,8 Hours variance,11.27742463469328
PM20-60,2021-08-31,8 Hours variance,7.935945967583716
PM20-60,2021-09-01,8 Hours variance,1.188043531394675
PM20-60,2021-09-02,8 Hours variance,2.838961076967591
PM20-60,2021-09-03,8 Hours variance,45.824754445312486
PS4-60,2021-06-23,8 Hours variance,0.372697917109556
PS4-60,2021-06-24,8 Hours variance,0.32974257812500485
PS4-60,2021-06-25,8 Hours variance,0.177888411458337
PS4-60,2021-06-26,8 Hours variance,0.22812343749999925
PS4-60,2021-06-27,8 Hours variance,0.1269378906250026
PS4-60,2021-06-28,8 Hours variance,0.13734856770833437
PS4-60,2021-06-29,8 Hours variance,0.14985507812499743
PS4-60,2021-06-30,8 Hours variance,0.15151341145833314
PS4-60,2021-07-01,8 Hours variance,0.21275625000000115
PS4-60,2021-07-02,8 Hours variance,0.26551731770833176
PS4-60,2021-07-03,8 Hours variance,0.17425364583333505
PS4-60,2021-07-04,8 Hours variance,0.187248567708331
PS4-60,2021-07-05,8 Hours variance,0.09233945312499975
PS4-60,2021-07-06,8 Hours variance,0.1628165364583347
PS4-60,2021-07-07,8 Hours variance,0.013784895833333798
PS4-60,2021-07-08,8 Hours variance,0.1455753906250015
PS4-60,2021-07-09,8 Hours variance,0.21366132812500124
PS4-60,2021-07-10,8 Hours variance,0.03171653645833203
PS4-60,2021-07-11,8 Hours variance,0.01390000000000051
PS4-60,2021-07-12,8 Hours variance,0.0717723958333347
PS4-60,2021-07-13,8 Hours variance,0.039699999999999694
PS4-60,2021-07-14,8 Hours variance,0.14939934895833568
PS4-60,2021-07-15,8 Hours variance,0.17584934895833082
PS4-60,2021-07-16,8 Hours variance,0.13118802083333014
PS4-60,2021-07-17,8 Hours variance,0.32528838252314696
PS4-60,2021-07-18,8 Hours variance,0.1424087239583316
PS4-60,2021-07-19,8 Hours variance,0.16110821375425027
PS4-60,2021-07-20,8 Hours variance,0.773475130208339
PS4-60,2021-07-21,8 Hours variance,0.13357239583333236
PS4-60,2021-07-22,8 Hours variance,0.14699376446759352
PS4-60,2021-07-23,8 Hours variance,0.12250533333333433
PS4-60,2021-07-24,8 Hours variance,0.049116583333332325
PS4-60,2021-07-25,8 Hours variance,0.03663333333333346
PS4-60,2021-07-26,8 Hours variance,0.08938148148148237
PS4-60,2021-07-27,8 Hours variance,0.10141874999999917
PS4-60,2021-07-28,8 Hours variance,0.15771458333333382
PS4-60,2021-07-29,8 Hours variance,0.08891458333333357
PS4-60,2021-07-30,8 Hours variance,3.0643270833333407
PS4-60,2021-07-31,8 Hours variance,0.052527083333333904
PS4-60,2021-08-01,8 Hours variance,0.05070208333333287
PS4-60,2021-08-02,8 Hours variance,0.0751750000000007
PS4-60,2021-08-03,8 Hours variance,0.09518124999999962
PS4-60,2021-08-04,8 Hours variance,0.10233958333333497
PS4-60,2021-08-05,8 Hours variance,0.08996458333333356
PS4-60,2021-08-06,8 Hours variance,0.0861625833333334
PS4-60,2021-08-07,8 Hours variance,0.032852083333333115
PS4-60,2021-08-08,8 Hours variance,0.025312499999999523
PS4-60,2021-08-09,8 Hours variance,0.06356458333333367
PS4-60,2021-08-10,8 Hours variance,0.06394374999999984
PS4-60,2021-08-11,8 Hours variance,0.12590208333333375
PS4-60,2021-08-12,8 Hours variance,1.4552687500000014
PS4-60,2021-08-13,8 Hours variance,0.15475833333333425
PS4-60,2021-08-14,8 Hours variance,0.11701874999999974
PS4-60,2021-08-15,8 Hours variance,0.085414583333334
PS4-60,2021-08-16,8 Hours variance,0.016189583333333722
PS4-60,2021-08-17,8 Hours variance,0.8314583333333319
PS4-60,2021-08-18,8 Hours variance,0.37366875000000044
PS4-60,2021-08-19,8 Hours variance,0.007899999999999841
PS4-60,2021-08-20,8 Hours variance,0.04358958333333352
PS4-60,2021-08-21,8 Hours variance,0.04503958333333269
PS4-60,2021-08-22,8 Hours variance,0.0949645833333329
PS4-60,2021-08-23,8 Hours variance,0.0744043981481476
PS4-60,2021-08-24,8 Hours variance,0.04290833333333382
PS4-60,2021-08-25,8 Hours variance,0.056527083333333436
PS4-60,2021-08-26,8 Hours variance,0.05925833333333279
PS4-60,2021-08-27,8 Hours variance,0.02370625000000023
PS4-60,2021-08-28,8 Hours variance,0.04088125000000058
PS4-60,2021-08-29,8 Hours variance,0.413333333333332
PS4-60,2021-08-30,8 Hours variance,15.751100231481495
PS4-60,2021-08-31,8 Hours variance,0.19995208333333342
PS4-60,2021-09-01,8 Hours variance,0.03663333333333389
PS4-60,2021-09-02,8 Hours variance,
PS5-60,2021-06-23,8 Hours variance,0.8278895887586832
PS5-60,2021-06-24,8 Hours variance,0.8339219328703606
PS5-60,2021-06-25,8 Hours variance,0.4999840902777819
PS5-60,2021-06-26,8 Hours variance,0.5142071077835593
PS5-60,2021-06-27,8 Hours variance,0.33444496527776973
PS5-60,2021-06-28,8 Hours variance,0.29363242230902453
PS5-60,2021-06-29,8 Hours variance,0.4408520218460719
PS5-60,2021-06-30,8 Hours variance,0.49191649667245396
PS5-60,2021-07-01,8 Hours variance,0.587653974971067
PS5-60,2021-07-02,8 Hours variance,0.4820763780381921
PS5-60,2021-07-03,8 Hours variance,0.3393841915509245
PS5-60,2021-07-04,8 Hours variance,0.46205699146412793
PS5-60,2021-07-05,8 Hours variance,0.20533245442708611
PS5-60,2021-07-06,8 Hours variance,0.3152058629918995
PS5-60,2021-07-07,8 Hours variance,0.21327411385995362
PS5-60,2021-07-08,8 Hours variance,0.2891446433738445
PS5-60,2021-07-09,8 Hours variance,0.45941814597800545
PS5-60,2021-07-10,8 Hours variance,0.23595209780093163
PS5-60,2021-07-11,8 Hours variance,0.021710311776618633
PS5-60,2021-07-12,8 Hours variance,0.11336198278356466
PS5-60,2021-07-13,8 Hours variance,0.09549941767939707
PS5-60,2021-07-14,8 Hours variance,0.28965226056134646
PS5-60,2021-07-15,8 Hours variance,0.3799952727141139
PS5-60,2021-07-16,8 Hours variance,0.3275281720196703
PS5-60,2021-07-17,8 Hours variance,0.21795593532986146
PS5-60,2021-07-18,8 Hours variance,0.17746836299189828
PS5-60,2021-07-19,8 Hours variance,0.19872833116318966
PS5-60,2021-07-20,8 Hours variance,0.18975788122106413
PS5-60,2021-07-21,8 Hours variance,0.17523730830439904
PS5-60,2021-07-22,8 Hours variance,0.23032174840856487
PS5-60,2021-07-23,8 Hours variance,0.07181812427662171
PS5-60,2021-07-24,8 Hours variance,0.12062585720486368
PS5-60,2021-07-25,8 Hours variance,0.03957502531828724
PS5-60,2021-07-26,8 Hours variance,0.26550408146862564
PS5-60,2021-07-27,8 Hours variance,0.3548138129340186
PS5-60,2021-07-28,8 Hours variance,0.337713891927085
PS5-60,2021-07-29,8 Hours variance,0.2335471384548614
PS5-60,2021-07-30,8 Hours variance,0.07307714120370085
PS5-60,2021-07-31,8 Hours variance,0.03978629918981316
PS5-60,2021-08-01,8 Hours variance,0.11925973668981495
PS5-60,2021-08-02,8 Hours variance,0.2275019567418996
PS5-60,2021-08-03,8 Hours variance,0.20994143880207938
PS5-60,2021-08-04,8 Hours variance,0.19447110821759558
PS5-60,2021-08-05,8 Hours variance,0.2519709346064812
PS5-60,2021-08-06,8 Hours variance,0.1689962348090307
PS5-60,2021-08-07,8 Hours variance,0.09219104817708443
PS5-60,2021-08-08,8 Hours variance,0.10706775213798853
PS5-60,2021-08-09,8 Hours variance,0.22794545355902643
PS5-60,2021-08-10,8 Hours variance,0.21699237557870085
PS5-60,2021-08-11,8 Hours variance,0.32668615813078605
PS5-60,2021-08-12,8 Hours variance,0.30023467881944316
PS5-60,2021-08-13,8 Hours variance,0.30260196397569855
PS5-60,2021-08-14,8 Hours variance,0.015005930629369208
PS5-60,2021-08-15,8 Hours variance,0.16995777518250912
PS5-60,2021-08-16,8 Hours variance,
PS5-60,2021-08-18,8 Hours variance,
PS5-60,2021-08-23,8 Hours variance,0.42166805555555853
PS5-60,2021-08-24,8 Hours variance,0.11095052083333369
PS5-60,2021-08-25,8 Hours variance,0.21950843098958175
PS5-60,2021-08-26,8 Hours variance,0.2748283130786989
PS5-60,2021-08-27,8 Hours variance,0.18066477141203482
PS5-60,2021-08-28,8 Hours variance,0.21938964120370866
PS5-60,2021-08-29,8 Hours variance,0.12649380787036588
PS5-60,2021-08-30,8 Hours variance,0.1555409179687444
PS5-60,2021-08-31,8 Hours variance,0.1880066406250027
PS5-60,2021-09-01,8 Hours variance,0.22294114583333344
PS5-60,2021-09-02,8 Hours variance,0.24317669270833464
PS5-60,2021-09-03,8 Hours variance,0.04941582031249946
PS6-60,2021-06-23,8 Hours variance,0.5938229383680595
PS6-60,2021-06-24,8 Hours variance,0.023948567708334683
PS6-60,2021-06-25,8 Hours variance,0.0412394531250003
PS6-60,2021-06-26,8 Hours variance,0.02647513020833519
PS6-60,2021-06-27,8 Hours variance,0.02256888020833281
PS6-60,2021-06-28,8 Hours variance,0.014896802662037472
PS6-60,2021-06-29,8 Hours variance,0.04660538556134303
PS6-60,2021-06-30,8 Hours variance,0.06110267288773087
PS6-60,2021-07-01,8 Hours variance,0.08895955222801272
PS6-60,2021-07-02,8 Hours variance,0.07585458260995269
PS6-60,2021-07-03,8 Hours variance,0.021034139901623478
PS6-60,2021-07-04,8 Hours variance,0.027333076533565284
PS6-60,2021-07-05,8 Hours variance,0.011974359809028886
PS6-60,2021-07-06,8 Hours variance,0.017593797019676637
PS6-60,2021-07-07,8 Hours variance,0.02354687861689648
PS6-60,2021-07-08,8 Hours variance,0.029890899884260254
PS6-60,2021-07-09,8 Hours variance,0.3614303964120312
PS6-60,2021-07-10,8 Hours variance,0.05097400535301114
PS6-60,2021-07-11,8 Hours variance,0.1489026077835615
PS6-60,2021-07-12,8 Hours variance,0.08432607421875138
PS6-60,2021-07-13,8 Hours variance,0.0890485351562515
PS6-60,2021-07-14,8 Hours variance,0.04284102647569625
PS6-60,2021-07-15,8 Hours variance,0.07021107855902689
PS6-60,2021-07-16,8 Hours variance,0.07375515407986297
PS6-60,2021-07-17,8 Hours variance,0.12268881655093115
PS6-60,2021-07-18,8 Hours variance,0.7882118489583252
PS6-60,2021-07-19,8 Hours variance,0.4041548177083236
PS6-60,2021-07-20,8 Hours variance,1.0755024739583396
PS6-60,2021-07-21,8 Hours variance,2.743543504050921
PS6-60,2021-07-22,8 Hours variance,
PS6-60,2021-07-23,8 Hours variance,1.7834384114583208
PS6-60,2021-07-24,8 Hours variance,0.5335360677083347
PS6-60,2021-07-25,8 Hours variance,1.8343457031249932
PS6-60,2021-07-26,8 Hours variance,1.4665365520610454
PS6-60,2021-07-27,8 Hours variance,1.1816121853298527
PS6-60,2021-07-28,8 Hours variance,2.4281209454571737
PS6-60,2021-07-29,8 Hours variance,1.3600601707176028
PS6-60,2021-07-30,8 Hours variance,2.503908409288206
PS6-60,2021-07-31,8 Hours variance,1.065103920717592
PS6-60,2021-08-01,8 Hours variance,1.316648571325235
PS6-60,2021-08-02,8 Hours variance,2.9248168004918926
PS6-60,2021-08-03,8 Hours variance,0.8722493200231646
PS6-60,2021-08-04,8 Hours variance,2.1848390227141214
PS6-60,2021-08-05,8 Hours variance,1.561931492332187
PS6-60,2021-08-06,8 Hours variance,2.4781855504919026
PS6-60,2021-08-07,8 Hours variance,5.084610492621532
PS6-60,2021-08-08,8 Hours variance,3.807485268373849
PS6-60,2021-08-09,8 Hours variance,13.972336006221106
PS6-60,2021-08-10,8 Hours variance,4.859648757089129
PS6-60,2021-08-11,8 Hours variance,16.664679788773192
PS6-60,2021-08-12,8 Hours variance,
PS6-60,2021-08-13,8 Hours variance,9.310598925925895
PS6-60,2021-08-14,8 Hours variance,3.789275086805548
PS6-60,2021-08-15,8 Hours variance,1.4609814453125023
PS6-60,2021-08-16,8 Hours variance,5.358832942708322
PS6-60,2021-08-17,8 Hours variance,4.41128997395833
PS6-60,2021-08-18,8 Hours variance,0.5602606445312547
PS6-60,2021-08-19,8 Hours variance,6.488841449652791
PS6-60,2021-08-20,8 Hours variance,5.986970587384293
PS6-60,2021-08-21,8 Hours variance,1.829163979311323
PS6-60,2021-08-22,8 Hours variance,6.922511331741911
PS6-60,2021-08-23,8 Hours variance,1.6979298213252412
PS6-60,2021-08-24,8 Hours variance,3.4426616464120534
PS6-60,2021-08-25,8 Hours variance,2.2130480070890974
PS6-60,2021-08-26,8 Hours variance,5.94055790292246
PS6-60,2021-08-27,8 Hours variance,2.1953551106770792
PS6-60,2021-08-28,8 Hours variance,1.3456146412036964
PS6-60,2021-08-29,8 Hours variance,0.6896105721932878
PS6-60,2021-08-30,8 Hours variance,0.12068074363425957
PS6-60,2021-08-31,8 Hours variance,0.14271722005208456
PS6-60,2021-09-01,8 Hours variance,0.3180461190682856
PS6-60,2021-09-02,8 Hours variance,0.11674011863425712
PS6-60,2021-09-03,8 Hours variance,
PS7-60,2021-07-08,8 Hours variance,0.05985800000000126
PS7-60,2021-07-09,8 Hours variance,0.11485247395833414
PS7-60,2021-07-10,8 Hours variance,0.0023493489583338942
PS7-60,2021-07-11,8 Hours variance,0.0028861255787033203
PS7-60,2021-07-12,8 Hours variance,0.006839583333333836
PS7-60,2021-07-13,8 Hours variance,0.015511848958332132
PS7-60,2021-07-14,8 Hours variance,0.04459915726273146
PS7-60,2021-07-15,8 Hours variance,0.00277887731481501
PS7-60,2021-07-16,8 Hours variance,0.00011849320023144456
PS7-60,2021-07-17,8 Hours variance,0.0014455439814819243
PS7-60,2021-07-18,8 Hours variance,0.04301787109374994
PS7-60,2021-07-19,8 Hours variance,0.06019315682870159
PS7-60,2021-07-20,8 Hours variance,0.1044073820891242
PS7-60,2021-07-21,8 Hours variance,0.2361419704861092
PS7-60,2021-07-22,8 Hours variance,0.14371278573495178
PS7-60,2021-07-23,8 Hours variance,0.16358264973958309
PS7-60,2021-07-24,8 Hours variance,0.1378102249710647
PS7-60,2021-07-25,8 Hours variance,0.04553130787037159
PS7-60,2021-07-26,8 Hours variance,0.09753790647866054
PS7-60,2021-07-27,8 Hours variance,0.6098959888599599
PS7-60,2021-07-28,8 Hours variance,0.3455183702257008
PS7-60,2021-07-29,8 Hours variance,0.17380388816551018
PS7-60,2021-07-30,8 Hours variance,0.2169024197048589
PS7-60,2021-07-31,8 Hours variance,
PS7-60,2021-08-17,8 Hours variance,0.0003445312500001194
PS7-60,2021-08-18,8 Hours variance,0.21760794270832878
PS7-60,2021-08-19,8 Hours variance,0.2926446614583391
PS7-60,2021-08-20,8 Hours variance,0.18431662688078485
PS7-60,2021-08-21,8 Hours variance,0.20898013599537418
PS7-60,2021-08-22,8 Hours variance,0.17911736472800766
PS7-60,2021-08-23,8 Hours variance,0.15116106770833326
PS7-60,2021-08-24,8 Hours variance,0.09401874999999779
PS7-60,2021-08-25,8 Hours variance,0.13326731770833228
PS7-60,2021-08-26,8 Hours variance,0.28533763020833136
PS7-60,2021-08-27,8 Hours variance,0.18864414062499896
PS7-60,2021-08-28,8 Hours variance,0.28519418764467575
PS7-60,2021-08-29,8 Hours variance,0.30391338252315153
PS7-60,2021-08-30,8 Hours variance,0.4260800166377282
PS7-60,2021-08-31,8 Hours variance,0.3503863281249951
PS7-60,2021-09-01,8 Hours variance,0.20937398365161786
PS7-60,2021-09-02,8 Hours variance,0.24268598451967704
PS7-60,2021-09-03,8 Hours variance,0.0236531249999987
PS8-60,2021-07-07,8 Hours variance,
PS8-60,2021-08-12,8 Hours variance,
PS8-60,2021-08-18,8 Hours variance,5.425347222212353e-09
PS8-60,2021-08-19,8 Hours variance,0.30355015552661524
PS8-60,2021-08-20,8 Hours variance,0.3173440357349519
PS8-60,2021-08-21,8 Hours variance,0.2993045392071735
PS8-60,2021-08-22,8 Hours variance,0.2966833369502282
PS8-60,2021-08-23,8 Hours variance,0.2506177553530074
PS8-60,2021-08-24,8 Hours variance,0.2320638165509264
PS8-60,2021-08-25,8 Hours variance,0.22035082465277786
PS8-60,2021-08-26,8 Hours variance,0.2480371672453673
PS8-60,2021-08-27,8 Hours variance,0.24108399522569945
PS8-60,2021-08-28,8 Hours variance,0.2734347909432888
PS8-60,2021-08-29,8 Hours variance,0.3320677662037086
PS8-60,2021-08-30,8 Hours variance,0.42032150969328164
PS8-60,2021-08-31,8 Hours variance,0.37966412037036346
PS8-60,2021-09-01,8 Hours variance,0.2426668728298647
PS8-60,2021-09-02,8 Hours variance,0.28686725622106446
PS8-60,2021-09-03,8 Hours variance,0.05254201388889236
PM2-60,2021-06-23,8 Hours variance,1.9081043810232399
PM2-60,2021-06-24,8 Hours variance,0.8480837239583356
PM2-60,2021-06-25,8 Hours variance,0.5031391927083262
PM2-60,2021-06-26,8 Hours variance,0.45538372395832993
PM2-60,2021-06-27,8 Hours variance,0.11801289062500059
PM2-60,2021-06-28,8 Hours variance,43.91492851562501
PM2-60,2021-06-29,8 Hours variance,2.829636328124999
PM2-60,2021-06-30,8 Hours variance,0.18804153645833346
PM2-60,2021-07-01,8 Hours variance,0.13096028645833468
PM2-60,2021-07-02,8 Hours variance,0.20652552083333292
PM2-60,2021-07-03,8 Hours variance,0.0700446614583317
